planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
cup,a,a,True,mug,False,__,False,0.9961082339286804,0.9961082339286804,0.0001637434615986,True,0.6692719459533691,0.1864350885152816,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is an",Qwen3-4B-a-cup,a-cup.pt,0.99609375,0.0001583099365234375,0.99609375,0.00020313262939453125,0.99609375,5.125999450683594e-05,0.99609375,0.000202178955078125,0.99609375,8.440017700195312e-05,0.99609375,0.0001583099365234375,0.99609375,0.00017833709716796875,5
cupcake,a,a,True,______,False,**,False,0.9969987869262696,0.9969987869262696,5.780484934803098e-05,True,0.260638952255249,0.2406391054391861,acorn,an,The brown nut from an oak tree that squirrels collect and bury for winter is an acorn,"<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is a","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is an",Qwen3-4B-a-cupcake,a-cupcake.pt,0.99609375,5.125999450683594e-05,0.99609375,4.00543212890625e-05,0.9921875,0.00031280517578125,0.99609375,5.125999450683594e-05,0.984375,0.0001373291015625,0.99609375,5.125999450683594e-05,0.99609375,5.125999450683594e-05,1
dandelion,a,a,True,d,True,art,False,0.9883912801742554,0.9883912801742554,5.640874587697908e-05,True,0.9587773680686952,0.4511231482028961,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is an",Qwen3-4B-a-dandelion,a-dandelion.pt,0.98828125,6.532669067382812e-05,0.99609375,5.793571472167969e-05,0.9375,4.267692565917969e-05,0.99609375,5.793571472167969e-05,0.26953125,1.3828277587890625e-05,0.98828125,5.078315734863281e-05,0.98828125,8.392333984375e-05,1
dog,a,a,True,dog,True,dog,True,0.9939475059509276,0.9939475059509276,1.3940788448962849e-05,True,0.9985648989677428,0.6368340253829956,penguin,a,The black and white flightless bird that waddles and lives in cold climates is a penguin,"<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is a","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is an",Qwen3-4B-a-dog,a-dog.pt,0.9921875,1.3768672943115234e-05,0.99609375,6.580352783203125e-05,0.9921875,1.9650906324386597e-07,0.9921875,2.002716064453125e-05,0.390625,7.361173629760742e-06,0.99609375,2.1338462829589844e-05,0.98046875,5.662441253662109e-06,31
doll,a,a,True,doll,True,action,False,0.9887385368347168,0.9887385368347168,0.0001060306312865,True,0.5361253023147583,0.9661959409713744,tomato,a,The red round fruit used to make sauce and eaten in salads is a tomato,"<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is a","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is an",Qwen3-4B-a-doll,a-doll.pt,0.98828125,9.489059448242188e-05,0.98828125,0.000156402587890625,0.9921875,0.0004024505615234375,0.984375,9.489059448242188e-05,0.59375,0.00012063980102539062,0.98828125,0.00010776519775390625,0.9921875,9.5367431640625e-05,1
donkey,a,a,True,don,True,animal,False,0.991936445236206,0.991936445236206,0.0005946341552771,True,0.98101806640625,0.3529386520385742,walnut,a,The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut,"<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is a","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is an",Qwen3-4B-a-donkey,a-donkey.pt,0.9921875,0.000621795654296875,0.9921875,0.000621795654296875,0.9921875,0.000705718994140625,0.9921875,0.000621795654296875,0.9921875,0.000621795654296875,0.9921875,0.000621795654296875,0.9921875,0.000621795654296875,1
doorstep,a,a,True,porch,False,porch,False,0.9410238265991212,0.9410238265991212,0.0004462387587409,True,0.969961941242218,0.5355867743492126,frog,a,The green amphibian that hops and croaks and catches flies with its tongue is a frog,"<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is a","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is an",Qwen3-4B-a-doorstep,a-doorstep.pt,0.9453125,0.0004062652587890625,0.94921875,0.0003185272216796875,0.91015625,0.001068115234375,0.9453125,0.0004062652587890625,0.9296875,0.000453948974609375,0.9453125,0.0004062652587890625,0.9296875,0.0003528594970703125,3
dustpan,a,a,True,bro,False,example,False,0.9535712003707886,0.9535712003707886,0.0019850006792694,True,0.7150557637214661,0.3394395112991333,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is an",Qwen3-4B-a-dustpan,a-dustpan.pt,0.953125,0.0020751953125,0.953125,0.0020751953125,0.953125,0.0020751953125,0.953125,0.0020751953125,0.953125,0.0020751953125,0.953125,0.0020751953125,0.953125,0.0020751953125,0
eagle,an,an,True,eagle,True,hawk,False,0.689315140247345,0.299234002828598,0.689315140247345,True,0.9879130721092224,0.8344494700431824,carpet,a,The thick fabric floor covering that lies wall-to-wall in rooms is a carpet,"<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is an","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is a",Qwen3-4B-an-eagle,an-eagle.pt,0.31640625,0.671875,0.69140625,0.2890625,0.0035858154296875,0.9921875,0.34375,0.640625,0.1630859375,0.828125,0.1630859375,0.828125,0.86328125,0.1171875,4
ear,an,the,False,ear,True,______,False,0.8949326276779175,0.0054816482588648,0.0371905192732811,True,0.9862881898880004,0.3093063235282898,flashlight,a,The handheld battery-powered device that creates a beam of light in darkness is a flashlight,"<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is an","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is a",Qwen3-4B-an-ear,an-ear.pt,0.00531005859375,0.039306640625,0.0625,0.00078582763671875,7.867813110351562e-05,0.10400390625,0.0052490234375,0.0301513671875,2.584420144557953e-08,2.775341272354126e-07,0.006134033203125,0.021484375,0.0022125244140625,0.039306640625,46
elbow,an,the,False,elbow,True,elbow,True,0.8408843874931335,0.0327171944081783,0.0004039460036437,False,0.9964009523391724,0.4417953193187713,beard,a,The hair that grows on a man's chin and cheeks is a beard,"<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is an","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is a",Qwen3-4B-an-elbow,an-elbow.pt,0.033203125,0.0003681182861328125,0.036865234375,0.000362396240234375,0.0228271484375,0.000690460205078125,0.033203125,0.0003681182861328125,0.031494140625,0.00045013427734375,0.0294189453125,0.000370025634765625,0.033203125,0.0003681182861328125,3
elephant,an,an,True,elephant,True,gir,False,0.9481666088104248,0.0227611511945724,0.9481666088104248,True,0.9881711006164552,0.2815113961696625,alligator,an,The large reptile with powerful jaws that lives in swamps and rivers is an alligator,"<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is an","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is a",Qwen3-4B-an-elephant,an-elephant.pt,0.025146484375,0.9453125,0.61328125,0.328125,0.002532958984375,0.79296875,0.07177734375,0.875,0.00077056884765625,0.95703125,0.0458984375,0.91796875,0.0040283203125,0.98828125,12
escalator,an,a,False,escal,True,roller,False,0.5835623145103455,0.5835623145103455,0.3767380714416504,False,0.994551718235016,0.2690426111221313,otter,an,The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter,"<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is an","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is a",Qwen3-4B-an-escalator,an-escalator.pt,0.5703125,0.390625,0.5703125,0.390625,0.5703125,0.390625,0.5703125,0.392578125,0.5703125,0.390625,0.59765625,0.36328125,0.478515625,0.478515625,2
