n1,n2,intermediate,answer,eqfull
48,81,9,129,48 + 81 =
48,82,10,130,48 + 82 =
48,83,11,131,48 + 83 =
48,84,12,132,48 + 84 =
48,85,13,133,48 + 85 =
48,86,14,134,48 + 86 =
48,87,15,135,48 + 87 =
48,88,16,136,48 + 88 =
48,89,17,137,48 + 89 =
48,90,8,138,48 + 90 =
48,91,9,139,48 + 91 =
48,92,10,140,48 + 92 =
48,93,11,141,48 + 93 =
48,94,12,142,48 + 94 =
48,95,13,143,48 + 95 =
48,96,14,144,48 + 96 =
48,97,15,145,48 + 97 =
48,98,16,146,48 + 98 =
48,99,17,147,48 + 99 =
49,10,9,59,49 + 10 =
49,11,10,60,49 + 11 =
49,12,11,61,49 + 12 =
49,13,12,62,49 + 13 =
49,14,13,63,49 + 14 =
49,15,14,64,49 + 15 =
49,16,15,65,49 + 16 =
49,17,16,66,49 + 17 =
49,18,17,67,49 + 18 =
49,19,18,68,49 + 19 =
49,20,9,69,49 + 20 =
49,21,10,70,49 + 21 =
49,22,11,71,49 + 22 =
49,23,12,72,49 + 23 =
49,24,13,73,49 + 24 =
49,25,14,74,49 + 25 =
49,26,15,75,49 + 26 =
49,27,16,76,49 + 27 =
49,28,17,77,49 + 28 =
49,29,18,78,49 + 29 =
49,30,9,79,49 + 30 =
49,31,10,80,49 + 31 =
49,32,11,81,49 + 32 =
49,33,12,82,49 + 33 =
49,34,13,83,49 + 34 =
49,35,14,84,49 + 35 =
49,36,15,85,49 + 36 =
49,37,16,86,49 + 37 =
49,38,17,87,49 + 38 =
49,39,18,88,49 + 39 =
49,40,9,89,49 + 40 =
49,41,10,90,49 + 41 =
49,42,11,91,49 + 42 =
49,43,12,92,49 + 43 =
49,44,13,93,49 + 44 =
49,45,14,94,49 + 45 =
49,46,15,95,49 + 46 =
49,47,16,96,49 + 47 =
49,48,17,97,49 + 48 =
49,49,18,98,49 + 49 =
49,50,9,99,49 + 50 =
49,51,10,100,49 + 51 =
49,52,11,101,49 + 52 =
49,53,12,102,49 + 53 =
49,54,13,103,49 + 54 =
49,55,14,104,49 + 55 =
49,56,15,105,49 + 56 =
49,57,16,106,49 + 57 =
49,58,17,107,49 + 58 =
49,59,18,108,49 + 59 =
49,60,9,109,49 + 60 =
49,61,10,110,49 + 61 =
49,62,11,111,49 + 62 =
49,63,12,112,49 + 63 =
49,64,13,113,49 + 64 =
49,65,14,114,49 + 65 =
49,66,15,115,49 + 66 =
49,67,16,116,49 + 67 =
49,68,17,117,49 + 68 =
49,69,18,118,49 + 69 =
49,70,9,119,49 + 70 =
49,71,10,120,49 + 71 =
49,72,11,121,49 + 72 =
49,73,12,122,49 + 73 =
49,74,13,123,49 + 74 =
49,75,14,124,49 + 75 =
49,76,15,125,49 + 76 =
49,77,16,126,49 + 77 =
49,78,17,127,49 + 78 =
49,79,18,128,49 + 79 =
49,80,9,129,49 + 80 =
49,81,10,130,49 + 81 =
49,82,11,131,49 + 82 =
49,83,12,132,49 + 83 =
49,84,13,133,49 + 84 =
49,85,14,134,49 + 85 =
49,86,15,135,49 + 86 =
49,87,16,136,49 + 87 =
49,88,17,137,49 + 88 =
49,89,18,138,49 + 89 =
49,90,9,139,49 + 90 =
49,91,10,140,49 + 91 =
49,92,11,141,49 + 92 =
49,93,12,142,49 + 93 =
49,94,13,143,49 + 94 =
49,95,14,144,49 + 95 =
49,96,15,145,49 + 96 =
49,97,16,146,49 + 97 =
49,98,17,147,49 + 98 =
49,99,18,148,49 + 99 =
50,10,0,60,50 + 10 =
50,11,1,61,50 + 11 =
50,12,2,62,50 + 12 =
50,13,3,63,50 + 13 =
50,14,4,64,50 + 14 =
50,15,5,65,50 + 15 =
50,16,6,66,50 + 16 =
50,17,7,67,50 + 17 =
50,18,8,68,50 + 18 =
50,19,9,69,50 + 19 =
50,20,0,70,50 + 20 =
50,21,1,71,50 + 21 =
50,22,2,72,50 + 22 =
50,23,3,73,50 + 23 =
50,24,4,74,50 + 24 =
50,25,5,75,50 + 25 =
50,26,6,76,50 + 26 =
50,27,7,77,50 + 27 =
50,28,8,78,50 + 28 =
50,29,9,79,50 + 29 =
50,30,0,80,50 + 30 =
50,31,1,81,50 + 31 =
50,32,2,82,50 + 32 =
50,33,3,83,50 + 33 =
50,34,4,84,50 + 34 =
50,35,5,85,50 + 35 =
50,36,6,86,50 + 36 =
50,37,7,87,50 + 37 =
50,38,8,88,50 + 38 =
50,39,9,89,50 + 39 =
50,40,0,90,50 + 40 =
50,41,1,91,50 + 41 =
50,42,2,92,50 + 42 =
50,43,3,93,50 + 43 =
50,44,4,94,50 + 44 =
50,45,5,95,50 + 45 =
50,46,6,96,50 + 46 =
50,47,7,97,50 + 47 =
50,48,8,98,50 + 48 =
50,49,9,99,50 + 49 =
50,50,0,100,50 + 50 =
50,51,1,101,50 + 51 =
50,52,2,102,50 + 52 =
50,53,3,103,50 + 53 =
50,54,4,104,50 + 54 =
50,55,5,105,50 + 55 =
50,56,6,106,50 + 56 =
50,57,7,107,50 + 57 =
50,58,8,108,50 + 58 =
50,59,9,109,50 + 59 =
50,60,0,110,50 + 60 =
50,61,1,111,50 + 61 =
50,62,2,112,50 + 62 =
50,63,3,113,50 + 63 =
50,64,4,114,50 + 64 =
50,65,5,115,50 + 65 =
50,66,6,116,50 + 66 =
50,67,7,117,50 + 67 =
50,68,8,118,50 + 68 =
50,69,9,119,50 + 69 =
50,70,0,120,50 + 70 =
50,71,1,121,50 + 71 =
50,72,2,122,50 + 72 =
50,73,3,123,50 + 73 =
50,74,4,124,50 + 74 =
50,75,5,125,50 + 75 =
50,76,6,126,50 + 76 =
50,77,7,127,50 + 77 =
50,78,8,128,50 + 78 =
50,79,9,129,50 + 79 =
50,80,0,130,50 + 80 =
50,81,1,131,50 + 81 =
50,82,2,132,50 + 82 =
50,83,3,133,50 + 83 =
50,84,4,134,50 + 84 =
50,85,5,135,50 + 85 =
50,86,6,136,50 + 86 =
50,87,7,137,50 + 87 =
50,88,8,138,50 + 88 =
50,89,9,139,50 + 89 =
50,90,0,140,50 + 90 =
50,91,1,141,50 + 91 =
50,92,2,142,50 + 92 =
50,93,3,143,50 + 93 =
50,94,4,144,50 + 94 =
50,95,5,145,50 + 95 =
50,96,6,146,50 + 96 =
50,97,7,147,50 + 97 =
50,98,8,148,50 + 98 =
50,99,9,149,50 + 99 =
51,10,1,61,51 + 10 =
51,11,2,62,51 + 11 =
51,12,3,63,51 + 12 =
51,13,4,64,51 + 13 =
51,14,5,65,51 + 14 =
51,15,6,66,51 + 15 =
51,16,7,67,51 + 16 =
51,17,8,68,51 + 17 =
51,18,9,69,51 + 18 =
51,19,10,70,51 + 19 =
51,20,1,71,51 + 20 =
51,21,2,72,51 + 21 =
51,22,3,73,51 + 22 =
51,23,4,74,51 + 23 =
51,24,5,75,51 + 24 =
51,25,6,76,51 + 25 =
51,26,7,77,51 + 26 =
51,27,8,78,51 + 27 =
51,28,9,79,51 + 28 =
51,29,10,80,51 + 29 =
51,30,1,81,51 + 30 =
51,31,2,82,51 + 31 =
51,32,3,83,51 + 32 =
51,33,4,84,51 + 33 =
51,34,5,85,51 + 34 =
51,35,6,86,51 + 35 =
51,36,7,87,51 + 36 =
51,37,8,88,51 + 37 =
51,38,9,89,51 + 38 =
51,39,10,90,51 + 39 =
51,40,1,91,51 + 40 =
51,41,2,92,51 + 41 =
51,42,3,93,51 + 42 =
51,43,4,94,51 + 43 =
51,44,5,95,51 + 44 =
51,45,6,96,51 + 45 =
51,46,7,97,51 + 46 =
51,47,8,98,51 + 47 =
51,48,9,99,51 + 48 =
51,49,10,100,51 + 49 =
51,50,1,101,51 + 50 =
51,51,2,102,51 + 51 =
51,52,3,103,51 + 52 =
51,53,4,104,51 + 53 =
51,54,5,105,51 + 54 =
51,55,6,106,51 + 55 =
51,56,7,107,51 + 56 =
51,57,8,108,51 + 57 =
51,58,9,109,51 + 58 =
51,59,10,110,51 + 59 =
51,60,1,111,51 + 60 =
51,61,2,112,51 + 61 =
51,62,3,113,51 + 62 =
51,63,4,114,51 + 63 =
51,64,5,115,51 + 64 =
51,65,6,116,51 + 65 =
51,66,7,117,51 + 66 =
51,67,8,118,51 + 67 =
51,68,9,119,51 + 68 =
51,69,10,120,51 + 69 =
51,70,1,121,51 + 70 =
51,71,2,122,51 + 71 =
51,72,3,123,51 + 72 =
51,73,4,124,51 + 73 =
51,74,5,125,51 + 74 =
51,75,6,126,51 + 75 =
51,76,7,127,51 + 76 =
51,77,8,128,51 + 77 =
51,78,9,129,51 + 78 =
51,79,10,130,51 + 79 =
51,80,1,131,51 + 80 =
51,81,2,132,51 + 81 =
51,82,3,133,51 + 82 =
51,83,4,134,51 + 83 =
51,84,5,135,51 + 84 =
51,85,6,136,51 + 85 =
51,86,7,137,51 + 86 =
51,87,8,138,51 + 87 =
51,88,9,139,51 + 88 =
51,89,10,140,51 + 89 =
51,90,1,141,51 + 90 =
51,91,2,142,51 + 91 =
51,92,3,143,51 + 92 =
51,93,4,144,51 + 93 =
51,94,5,145,51 + 94 =
51,95,6,146,51 + 95 =
51,96,7,147,51 + 96 =
51,97,8,148,51 + 97 =
51,98,9,149,51 + 98 =
51,99,10,150,51 + 99 =
52,10,2,62,52 + 10 =
52,11,3,63,52 + 11 =
52,12,4,64,52 + 12 =
52,13,5,65,52 + 13 =
52,14,6,66,52 + 14 =
52,15,7,67,52 + 15 =
52,16,8,68,52 + 16 =
52,17,9,69,52 + 17 =
52,18,10,70,52 + 18 =
52,19,11,71,52 + 19 =
52,20,2,72,52 + 20 =
52,21,3,73,52 + 21 =
52,22,4,74,52 + 22 =
52,23,5,75,52 + 23 =
52,24,6,76,52 + 24 =
52,25,7,77,52 + 25 =
52,26,8,78,52 + 26 =
52,27,9,79,52 + 27 =
52,28,10,80,52 + 28 =
52,29,11,81,52 + 29 =
52,30,2,82,52 + 30 =
52,31,3,83,52 + 31 =
52,32,4,84,52 + 32 =
52,33,5,85,52 + 33 =
52,34,6,86,52 + 34 =
52,35,7,87,52 + 35 =
52,36,8,88,52 + 36 =
52,37,9,89,52 + 37 =
52,38,10,90,52 + 38 =
52,39,11,91,52 + 39 =
52,40,2,92,52 + 40 =
52,41,3,93,52 + 41 =
52,42,4,94,52 + 42 =
52,43,5,95,52 + 43 =
52,44,6,96,52 + 44 =
52,45,7,97,52 + 45 =
52,46,8,98,52 + 46 =
52,47,9,99,52 + 47 =
52,48,10,100,52 + 48 =
52,49,11,101,52 + 49 =
52,50,2,102,52 + 50 =
52,51,3,103,52 + 51 =
52,52,4,104,52 + 52 =
52,53,5,105,52 + 53 =
52,54,6,106,52 + 54 =
52,55,7,107,52 + 55 =
52,56,8,108,52 + 56 =
52,57,9,109,52 + 57 =
52,58,10,110,52 + 58 =
52,59,11,111,52 + 59 =
52,60,2,112,52 + 60 =
52,61,3,113,52 + 61 =
52,62,4,114,52 + 62 =
52,63,5,115,52 + 63 =
52,64,6,116,52 + 64 =
52,65,7,117,52 + 65 =
52,66,8,118,52 + 66 =
52,67,9,119,52 + 67 =
52,68,10,120,52 + 68 =
52,69,11,121,52 + 69 =
52,70,2,122,52 + 70 =
52,71,3,123,52 + 71 =
52,72,4,124,52 + 72 =
52,73,5,125,52 + 73 =
52,74,6,126,52 + 74 =
52,75,7,127,52 + 75 =
52,76,8,128,52 + 76 =
52,77,9,129,52 + 77 =
52,78,10,130,52 + 78 =
52,79,11,131,52 + 79 =
52,80,2,132,52 + 80 =
52,81,3,133,52 + 81 =
52,82,4,134,52 + 82 =
52,83,5,135,52 + 83 =
52,84,6,136,52 + 84 =
52,85,7,137,52 + 85 =
52,86,8,138,52 + 86 =
52,87,9,139,52 + 87 =
52,88,10,140,52 + 88 =
52,89,11,141,52 + 89 =
52,90,2,142,52 + 90 =
52,91,3,143,52 + 91 =
52,92,4,144,52 + 92 =
52,93,5,145,52 + 93 =
52,94,6,146,52 + 94 =
52,95,7,147,52 + 95 =
52,96,8,148,52 + 96 =
52,97,9,149,52 + 97 =
52,98,10,150,52 + 98 =
52,99,11,151,52 + 99 =
53,10,3,63,53 + 10 =
53,11,4,64,53 + 11 =
53,12,5,65,53 + 12 =
53,13,6,66,53 + 13 =
53,14,7,67,53 + 14 =
53,15,8,68,53 + 15 =
53,16,9,69,53 + 16 =
53,17,10,70,53 + 17 =
53,18,11,71,53 + 18 =
53,19,12,72,53 + 19 =
53,20,3,73,53 + 20 =
53,21,4,74,53 + 21 =
53,22,5,75,53 + 22 =
53,23,6,76,53 + 23 =
53,24,7,77,53 + 24 =
53,25,8,78,53 + 25 =
53,26,9,79,53 + 26 =
53,27,10,80,53 + 27 =
53,28,11,81,53 + 28 =
53,29,12,82,53 + 29 =
53,30,3,83,53 + 30 =
53,31,4,84,53 + 31 =
53,32,5,85,53 + 32 =
53,33,6,86,53 + 33 =
53,34,7,87,53 + 34 =
53,35,8,88,53 + 35 =
53,36,9,89,53 + 36 =
53,37,10,90,53 + 37 =
53,38,11,91,53 + 38 =
53,39,12,92,53 + 39 =
53,40,3,93,53 + 40 =
53,41,4,94,53 + 41 =
53,42,5,95,53 + 42 =
53,43,6,96,53 + 43 =
53,44,7,97,53 + 44 =
53,45,8,98,53 + 45 =
53,46,9,99,53 + 46 =
53,47,10,100,53 + 47 =
53,48,11,101,53 + 48 =
53,49,12,102,53 + 49 =
53,50,3,103,53 + 50 =
53,51,4,104,53 + 51 =
53,52,5,105,53 + 52 =
53,53,6,106,53 + 53 =
53,54,7,107,53 + 54 =
53,55,8,108,53 + 55 =
53,56,9,109,53 + 56 =
53,57,10,110,53 + 57 =
53,58,11,111,53 + 58 =
53,59,12,112,53 + 59 =
53,60,3,113,53 + 60 =
53,61,4,114,53 + 61 =
53,62,5,115,53 + 62 =
53,63,6,116,53 + 63 =
53,64,7,117,53 + 64 =
53,65,8,118,53 + 65 =
53,66,9,119,53 + 66 =
53,67,10,120,53 + 67 =
53,68,11,121,53 + 68 =
53,69,12,122,53 + 69 =
53,70,3,123,53 + 70 =
53,71,4,124,53 + 71 =
53,72,5,125,53 + 72 =
53,73,6,126,53 + 73 =
53,74,7,127,53 + 74 =
53,75,8,128,53 + 75 =
53,76,9,129,53 + 76 =
53,77,10,130,53 + 77 =
53,78,11,131,53 + 78 =
53,79,12,132,53 + 79 =
53,80,3,133,53 + 80 =
53,81,4,134,53 + 81 =
53,82,5,135,53 + 82 =
53,83,6,136,53 + 83 =
53,84,7,137,53 + 84 =
53,85,8,138,53 + 85 =
53,86,9,139,53 + 86 =
53,87,10,140,53 + 87 =
53,88,11,141,53 + 88 =
53,89,12,142,53 + 89 =
53,90,3,143,53 + 90 =
53,91,4,144,53 + 91 =
53,92,5,145,53 + 92 =
53,93,6,146,53 + 93 =
53,94,7,147,53 + 94 =
53,95,8,148,53 + 95 =
53,96,9,149,53 + 96 =
53,97,10,150,53 + 97 =
53,98,11,151,53 + 98 =
53,99,12,152,53 + 99 =
54,10,4,64,54 + 10 =
54,11,5,65,54 + 11 =
54,12,6,66,54 + 12 =
54,13,7,67,54 + 13 =
54,14,8,68,54 + 14 =
54,15,9,69,54 + 15 =
54,16,10,70,54 + 16 =
54,17,11,71,54 + 17 =
54,18,12,72,54 + 18 =
54,19,13,73,54 + 19 =
54,20,4,74,54 + 20 =
54,21,5,75,54 + 21 =
54,22,6,76,54 + 22 =
54,23,7,77,54 + 23 =
54,24,8,78,54 + 24 =
54,25,9,79,54 + 25 =
54,26,10,80,54 + 26 =
54,27,11,81,54 + 27 =
54,28,12,82,54 + 28 =
54,29,13,83,54 + 29 =
54,30,4,84,54 + 30 =
54,31,5,85,54 + 31 =
54,32,6,86,54 + 32 =
54,33,7,87,54 + 33 =
54,34,8,88,54 + 34 =
54,35,9,89,54 + 35 =
54,36,10,90,54 + 36 =
54,37,11,91,54 + 37 =
54,38,12,92,54 + 38 =
54,39,13,93,54 + 39 =
54,40,4,94,54 + 40 =
54,41,5,95,54 + 41 =
54,42,6,96,54 + 42 =
54,43,7,97,54 + 43 =
54,44,8,98,54 + 44 =
54,45,9,99,54 + 45 =
54,46,10,100,54 + 46 =
54,47,11,101,54 + 47 =
54,48,12,102,54 + 48 =
54,49,13,103,54 + 49 =
54,50,4,104,54 + 50 =
54,51,5,105,54 + 51 =
54,52,6,106,54 + 52 =
54,53,7,107,54 + 53 =
54,54,8,108,54 + 54 =
54,55,9,109,54 + 55 =
54,56,10,110,54 + 56 =
54,57,11,111,54 + 57 =
54,58,12,112,54 + 58 =
54,59,13,113,54 + 59 =
54,60,4,114,54 + 60 =
54,61,5,115,54 + 61 =
54,62,6,116,54 + 62 =
54,63,7,117,54 + 63 =
54,64,8,118,54 + 64 =
54,65,9,119,54 + 65 =
54,66,10,120,54 + 66 =
54,67,11,121,54 + 67 =
54,68,12,122,54 + 68 =
54,69,13,123,54 + 69 =
54,70,4,124,54 + 70 =
54,71,5,125,54 + 71 =
54,72,6,126,54 + 72 =
54,73,7,127,54 + 73 =
54,74,8,128,54 + 74 =
54,75,9,129,54 + 75 =
54,76,10,130,54 + 76 =
54,77,11,131,54 + 77 =
54,78,12,132,54 + 78 =
54,79,13,133,54 + 79 =
54,80,4,134,54 + 80 =
54,81,5,135,54 + 81 =
54,82,6,136,54 + 82 =
54,83,7,137,54 + 83 =
54,84,8,138,54 + 84 =
54,85,9,139,54 + 85 =
54,86,10,140,54 + 86 =
54,87,11,141,54 + 87 =
54,88,12,142,54 + 88 =
54,89,13,143,54 + 89 =
54,90,4,144,54 + 90 =
54,91,5,145,54 + 91 =
54,92,6,146,54 + 92 =
54,93,7,147,54 + 93 =
54,94,8,148,54 + 94 =
54,95,9,149,54 + 95 =
54,96,10,150,54 + 96 =
54,97,11,151,54 + 97 =
54,98,12,152,54 + 98 =
54,99,13,153,54 + 99 =
55,10,5,65,55 + 10 =
55,11,6,66,55 + 11 =
55,12,7,67,55 + 12 =
55,13,8,68,55 + 13 =
55,14,9,69,55 + 14 =
55,15,10,70,55 + 15 =
55,16,11,71,55 + 16 =
55,17,12,72,55 + 17 =
55,18,13,73,55 + 18 =
55,19,14,74,55 + 19 =
55,20,5,75,55 + 20 =
55,21,6,76,55 + 21 =
55,22,7,77,55 + 22 =
55,23,8,78,55 + 23 =
55,24,9,79,55 + 24 =
55,25,10,80,55 + 25 =
55,26,11,81,55 + 26 =
55,27,12,82,55 + 27 =
55,28,13,83,55 + 28 =
55,29,14,84,55 + 29 =
55,30,5,85,55 + 30 =
55,31,6,86,55 + 31 =
55,32,7,87,55 + 32 =
55,33,8,88,55 + 33 =
55,34,9,89,55 + 34 =
55,35,10,90,55 + 35 =
55,36,11,91,55 + 36 =
55,37,12,92,55 + 37 =
55,38,13,93,55 + 38 =
55,39,14,94,55 + 39 =
55,40,5,95,55 + 40 =
55,41,6,96,55 + 41 =
55,42,7,97,55 + 42 =
55,43,8,98,55 + 43 =
55,44,9,99,55 + 44 =
55,45,10,100,55 + 45 =
55,46,11,101,55 + 46 =
55,47,12,102,55 + 47 =
55,48,13,103,55 + 48 =
55,49,14,104,55 + 49 =
55,50,5,105,55 + 50 =
55,51,6,106,55 + 51 =
55,52,7,107,55 + 52 =
55,53,8,108,55 + 53 =
55,54,9,109,55 + 54 =
55,55,10,110,55 + 55 =
55,56,11,111,55 + 56 =
55,57,12,112,55 + 57 =
55,58,13,113,55 + 58 =
55,59,14,114,55 + 59 =
55,60,5,115,55 + 60 =
55,61,6,116,55 + 61 =
55,62,7,117,55 + 62 =
55,63,8,118,55 + 63 =
55,64,9,119,55 + 64 =
55,65,10,120,55 + 65 =
55,66,11,121,55 + 66 =
55,67,12,122,55 + 67 =
55,68,13,123,55 + 68 =
55,69,14,124,55 + 69 =
55,70,5,125,55 + 70 =
55,71,6,126,55 + 71 =
55,72,7,127,55 + 72 =
55,73,8,128,55 + 73 =
55,74,9,129,55 + 74 =
55,75,10,130,55 + 75 =
55,76,11,131,55 + 76 =
55,77,12,132,55 + 77 =
55,78,13,133,55 + 78 =
55,79,14,134,55 + 79 =
55,80,5,135,55 + 80 =
55,81,6,136,55 + 81 =
55,82,7,137,55 + 82 =
55,83,8,138,55 + 83 =
55,84,9,139,55 + 84 =
55,85,10,140,55 + 85 =
55,86,11,141,55 + 86 =
55,87,12,142,55 + 87 =
55,88,13,143,55 + 88 =
55,89,14,144,55 + 89 =
55,90,5,145,55 + 90 =
55,91,6,146,55 + 91 =
55,92,7,147,55 + 92 =
55,93,8,148,55 + 93 =
55,94,9,149,55 + 94 =
55,95,10,150,55 + 95 =
55,96,11,151,55 + 96 =
55,97,12,152,55 + 97 =
55,98,13,153,55 + 98 =
55,99,14,154,55 + 99 =
56,10,6,66,56 + 10 =
56,11,7,67,56 + 11 =
56,12,8,68,56 + 12 =
56,13,9,69,56 + 13 =
56,14,10,70,56 + 14 =
56,15,11,71,56 + 15 =
56,16,12,72,56 + 16 =
56,17,13,73,56 + 17 =
56,18,14,74,56 + 18 =
56,19,15,75,56 + 19 =
56,20,6,76,56 + 20 =
56,21,7,77,56 + 21 =
56,22,8,78,56 + 22 =
56,23,9,79,56 + 23 =
56,24,10,80,56 + 24 =
56,25,11,81,56 + 25 =
56,26,12,82,56 + 26 =
56,27,13,83,56 + 27 =
56,28,14,84,56 + 28 =
56,29,15,85,56 + 29 =
56,30,6,86,56 + 30 =
56,31,7,87,56 + 31 =
56,32,8,88,56 + 32 =
56,33,9,89,56 + 33 =
56,34,10,90,56 + 34 =
56,35,11,91,56 + 35 =
56,36,12,92,56 + 36 =
56,37,13,93,56 + 37 =
56,38,14,94,56 + 38 =
56,39,15,95,56 + 39 =
56,40,6,96,56 + 40 =
56,41,7,97,56 + 41 =
56,42,8,98,56 + 42 =
56,43,9,99,56 + 43 =
56,44,10,100,56 + 44 =
56,45,11,101,56 + 45 =
56,46,12,102,56 + 46 =
56,47,13,103,56 + 47 =
56,48,14,104,56 + 48 =
56,49,15,105,56 + 49 =
56,50,6,106,56 + 50 =
56,51,7,107,56 + 51 =
56,52,8,108,56 + 52 =
56,53,9,109,56 + 53 =
56,54,10,110,56 + 54 =
56,55,11,111,56 + 55 =
56,56,12,112,56 + 56 =
56,57,13,113,56 + 57 =
56,58,14,114,56 + 58 =
56,59,15,115,56 + 59 =
56,60,6,116,56 + 60 =
56,61,7,117,56 + 61 =
56,62,8,118,56 + 62 =
56,63,9,119,56 + 63 =
56,64,10,120,56 + 64 =
56,65,11,121,56 + 65 =
56,66,12,122,56 + 66 =
56,67,13,123,56 + 67 =
56,68,14,124,56 + 68 =
56,69,15,125,56 + 69 =
56,70,6,126,56 + 70 =
56,71,7,127,56 + 71 =
56,72,8,128,56 + 72 =
56,73,9,129,56 + 73 =
56,74,10,130,56 + 74 =
56,75,11,131,56 + 75 =
56,76,12,132,56 + 76 =
56,77,13,133,56 + 77 =
56,78,14,134,56 + 78 =
56,79,15,135,56 + 79 =
56,80,6,136,56 + 80 =
56,81,7,137,56 + 81 =
56,82,8,138,56 + 82 =
56,83,9,139,56 + 83 =
56,84,10,140,56 + 84 =
56,85,11,141,56 + 85 =
56,86,12,142,56 + 86 =
56,87,13,143,56 + 87 =
56,88,14,144,56 + 88 =
56,89,15,145,56 + 89 =
56,90,6,146,56 + 90 =
56,91,7,147,56 + 91 =
56,92,8,148,56 + 92 =
56,93,9,149,56 + 93 =
56,94,10,150,56 + 94 =
56,95,11,151,56 + 95 =
56,96,12,152,56 + 96 =
56,97,13,153,56 + 97 =
56,98,14,154,56 + 98 =
56,99,15,155,56 + 99 =
57,10,7,67,57 + 10 =
57,11,8,68,57 + 11 =
57,12,9,69,57 + 12 =
57,13,10,70,57 + 13 =
57,14,11,71,57 + 14 =
57,15,12,72,57 + 15 =
57,16,13,73,57 + 16 =
57,17,14,74,57 + 17 =
57,18,15,75,57 + 18 =
57,19,16,76,57 + 19 =
57,20,7,77,57 + 20 =
57,21,8,78,57 + 21 =
57,22,9,79,57 + 22 =
57,23,10,80,57 + 23 =
57,24,11,81,57 + 24 =
57,25,12,82,57 + 25 =
57,26,13,83,57 + 26 =
57,27,14,84,57 + 27 =
57,28,15,85,57 + 28 =
57,29,16,86,57 + 29 =
57,30,7,87,57 + 30 =
57,31,8,88,57 + 31 =
57,32,9,89,57 + 32 =
57,33,10,90,57 + 33 =
57,34,11,91,57 + 34 =
57,35,12,92,57 + 35 =
57,36,13,93,57 + 36 =
57,37,14,94,57 + 37 =
57,38,15,95,57 + 38 =
57,39,16,96,57 + 39 =
57,40,7,97,57 + 40 =
57,41,8,98,57 + 41 =
57,42,9,99,57 + 42 =
57,43,10,100,57 + 43 =
57,44,11,101,57 + 44 =
57,45,12,102,57 + 45 =
57,46,13,103,57 + 46 =
57,47,14,104,57 + 47 =
57,48,15,105,57 + 48 =
57,49,16,106,57 + 49 =
57,50,7,107,57 + 50 =
57,51,8,108,57 + 51 =
57,52,9,109,57 + 52 =
57,53,10,110,57 + 53 =
57,54,11,111,57 + 54 =
57,55,12,112,57 + 55 =
57,56,13,113,57 + 56 =
57,57,14,114,57 + 57 =
57,58,15,115,57 + 58 =
57,59,16,116,57 + 59 =
57,60,7,117,57 + 60 =
57,61,8,118,57 + 61 =
57,62,9,119,57 + 62 =
57,63,10,120,57 + 63 =
57,64,11,121,57 + 64 =
57,65,12,122,57 + 65 =
57,66,13,123,57 + 66 =
57,67,14,124,57 + 67 =
57,68,15,125,57 + 68 =
57,69,16,126,57 + 69 =
57,70,7,127,57 + 70 =
57,71,8,128,57 + 71 =
57,72,9,129,57 + 72 =
57,73,10,130,57 + 73 =
57,74,11,131,57 + 74 =
57,75,12,132,57 + 75 =
57,76,13,133,57 + 76 =
57,77,14,134,57 + 77 =
57,78,15,135,57 + 78 =
57,79,16,136,57 + 79 =
57,80,7,137,57 + 80 =
57,81,8,138,57 + 81 =
57,82,9,139,57 + 82 =
57,83,10,140,57 + 83 =
57,84,11,141,57 + 84 =
57,85,12,142,57 + 85 =
57,86,13,143,57 + 86 =
57,87,14,144,57 + 87 =
57,88,15,145,57 + 88 =
57,89,16,146,57 + 89 =
57,90,7,147,57 + 90 =
57,91,8,148,57 + 91 =
57,92,9,149,57 + 92 =
57,93,10,150,57 + 93 =
57,94,11,151,57 + 94 =
57,95,12,152,57 + 95 =
57,96,13,153,57 + 96 =
57,97,14,154,57 + 97 =
57,98,15,155,57 + 98 =
57,99,16,156,57 + 99 =
58,10,8,68,58 + 10 =
58,11,9,69,58 + 11 =
58,12,10,70,58 + 12 =
58,13,11,71,58 + 13 =
58,14,12,72,58 + 14 =
58,15,13,73,58 + 15 =
58,16,14,74,58 + 16 =
58,17,15,75,58 + 17 =
58,18,16,76,58 + 18 =
58,19,17,77,58 + 19 =
58,20,8,78,58 + 20 =
58,21,9,79,58 + 21 =
58,22,10,80,58 + 22 =
58,23,11,81,58 + 23 =
58,24,12,82,58 + 24 =
58,25,13,83,58 + 25 =
58,26,14,84,58 + 26 =
58,27,15,85,58 + 27 =
58,28,16,86,58 + 28 =
58,29,17,87,58 + 29 =
58,30,8,88,58 + 30 =
58,31,9,89,58 + 31 =
58,32,10,90,58 + 32 =
58,33,11,91,58 + 33 =
58,34,12,92,58 + 34 =
58,35,13,93,58 + 35 =
58,36,14,94,58 + 36 =
58,37,15,95,58 + 37 =
58,38,16,96,58 + 38 =
58,39,17,97,58 + 39 =
58,40,8,98,58 + 40 =
58,41,9,99,58 + 41 =
58,42,10,100,58 + 42 =
58,43,11,101,58 + 43 =
58,44,12,102,58 + 44 =
58,45,13,103,58 + 45 =
58,46,14,104,58 + 46 =
58,47,15,105,58 + 47 =
58,48,16,106,58 + 48 =
58,49,17,107,58 + 49 =
58,50,8,108,58 + 50 =
58,51,9,109,58 + 51 =
58,52,10,110,58 + 52 =
58,53,11,111,58 + 53 =
