question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,hop1,hop2
The country containing Dubai has its capital in the city of,United Arab Emirates,Abu Dhabi,The country containing Dubai,country_capital,country_capital,What is the country containing Dubai?,United Arab Emirates has its capital in the city of
The country containing Birmingham has its capital in the city of,United Kingdom,London,The country containing Birmingham,country_capital,country_capital,What is the country containing Birmingham?,United Kingdom has its capital in the city of
The country containing New York City has its capital in the city of,United States of America,Washington D.C.,The country containing New York City,country_capital,country_capital,What is the country containing New York City?,United States of America has its capital in the city of
The country containing Ciudad de la Costa has its capital in the city of,Uruguay,Montevideo,The country containing Ciudad de la Costa,country_capital,country_capital,What is the country containing Ciudad de la Costa?,Uruguay has its capital in the city of
The country containing Namangan has its capital in the city of,Uzbekistan,Tashkent,The country containing Namangan,country_capital,country_capital,What is the country containing Namangan?,Uzbekistan has its capital in the city of
The country containing Luganville has its capital in the city of,Vanuatu,Port Vila,The country containing Luganville,country_capital,country_capital,What is the country containing Luganville?,Vanuatu has its capital in the city of
The country containing Maracaibo has its capital in the city of,Venezuela,Caracas,The country containing Maracaibo,country_capital,country_capital,What is the country containing Maracaibo?,Venezuela has its capital in the city of
The country containing Ho Chi Minh City has its capital in the city of,Vietnam,Hanoi,The country containing Ho Chi Minh City,country_capital,country_capital,What is the country containing Ho Chi Minh City?,Vietnam has its capital in the city of
The country containing Aden has its capital in the city of,Yemen,Sana'a,The country containing Aden,country_capital,country_capital,What is the country containing Aden?,Yemen has its capital in the city of
The country containing Kitwe has its capital in the city of,Zambia,Lusaka,The country containing Kitwe,country_capital,country_capital,What is the country containing Kitwe?,Zambia has its capital in the city of
The country containing Bulawayo has its capital in the city of,Zimbabwe,Harare,The country containing Bulawayo,country_capital,country_capital,What is the country containing Bulawayo?,Zimbabwe has its capital in the city of
The state containing Birmingham has its capital in the city of,Alabama,Montgomery,The state containing Birmingham,state_capital,state_capital,What is the state containing Birmingham?,Alabama has its capital in the city of
The state containing Anchorage has its capital in the city of,Alaska,Juneau,The state containing Anchorage,state_capital,state_capital,What is the state containing Anchorage?,Alaska has its capital in the city of
The state containing Tucson has its capital in the city of,Arizona,Phoenix,The state containing Tucson,state_capital,state_capital,What is the state containing Tucson?,Arizona has its capital in the city of
The state containing Fort Smith has its capital in the city of,Arkansas,Little Rock,The state containing Fort Smith,state_capital,state_capital,What is the state containing Fort Smith?,Arkansas has its capital in the city of
The state containing Los Angeles has its capital in the city of,California,Sacramento,The state containing Los Angeles,state_capital,state_capital,What is the state containing Los Angeles?,California has its capital in the city of
The state containing Colorado Springs has its capital in the city of,Colorado,Denver,The state containing Colorado Springs,state_capital,state_capital,What is the state containing Colorado Springs?,Colorado has its capital in the city of
