question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype
The material that candles are made of is called what in French?,wax,cire,The material that candles are made of ,translation-french,translation-material-french
The color that strawberries are is called what in French?,red,rouge,The color that strawberries are ,translation-french,translation-color-french
The color that the sky is is called what in French?,blue,bleu,The color that the sky is ,translation-french,translation-color-french
The color that grass is is called what in French?,green,vert,The color that grass is ,translation-french,translation-color-french
The color that bananas are is called what in French?,yellow,jaune,The color that bananas are ,translation-french,translation-color-french
The color that pumpkins are is called what in French?,orange,orange,The color that pumpkins are ,translation-french,translation-color-french
The color that grapes are is called what in French?,purple,violet,The color that grapes are ,translation-french,translation-color-french
The color that flamingos are is called what in French?,pink,rose,The color that flamingos are ,translation-french,translation-color-french
The color that tree bark is is called what in French?,brown,brun,The color that tree bark is ,translation-french,translation-color-french
The color that ravens are is called what in French?,black,noir,The color that ravens are ,translation-french,translation-color-french
The color that snow is is called what in French?,white,blanc,The color that snow is ,translation-french,translation-color-french
The color that elephants are is called what in French?,gray,gris,The color that elephants are ,translation-french,translation-color-french
The color that sand is is called what in French?,beige,beige,The color that sand is ,translation-french,translation-color-french
The shape that coins are is called what in French?,circle,cercle,The shape that coins are ,translation-french,translation-shape-french
The shape that dice are is called what in French?,square,carré,The shape that dice are ,translation-french,translation-shape-french
The shape that dollar bills are is called what in French?,rectangle,rectangle,The shape that dollar bills are ,translation-french,translation-shape-french
The shape that eggs are is called what in French?,oval,ovale,The shape that eggs are ,translation-french,translation-shape-french
The shape that basketballs are is called what in French?,sphere,sphère,The shape that basketballs are ,translation-french,translation-shape-french
The shape that soda cans are is called what in French?,cylinder,cylindre,The shape that soda cans are ,translation-french,translation-shape-french
The shape that Valentine's cards are is called what in French?,heart,cœur,The shape that Valentine's cards are ,translation-french,translation-shape-french
The shape that the moon is is called what in French?,crescent,croissant,The shape that the moon is ,translation-french,translation-shape-french
The shape that snail shells are is called what in French?,spiral,spirale,The shape that snail shells are ,translation-french,translation-shape-french
The thing that employees work for is called what in Spanish?,company,empresa,The thing that employees work for ,claude-translation,claude-translation-spanish
The thing that politicians belong to is called what in Spanish?,party,partido,The thing that politicians belong to ,claude-translation,claude-translation-spanish
The thing that computers store is called what in Spanish?,information,información,The thing that computers store ,claude-translation,claude-translation-spanish
The place that children attend to learn is called what in Spanish?,school,escuela,The place that children attend to learn ,claude-translation,claude-translation-spanish
The thing that scientists discover through research is called what in Spanish?,fact,hecho,The thing that scientists discover through research ,claude-translation,claude-translation-spanish
The thing that people spend at stores is called what in Spanish?,money,dinero,The thing that people spend at stores ,claude-translation,claude-translation-spanish
The thing that sharp objects have is called what in Spanish?,point,punto,The thing that sharp objects have ,claude-translation,claude-translation-spanish
The thing that teachers give to illustrate concepts is called what in Spanish?,example,ejemplo,The thing that teachers give to illustrate concepts ,claude-translation,claude-translation-spanish
The place that Americans live in is called what in Spanish?,state,estado,The place that Americans live in ,claude-translation,claude-translation-spanish
The thing that entrepreneurs start is called what in Spanish?,business,negocio,The thing that entrepreneurs start ,claude-translation,claude-translation-spanish
The time when people sleep is called what in Spanish?,night,noche,The time when people sleep ,claude-translation,claude-translation-spanish
