spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
pistola,handgun,la,el,False,b,False,c,False,0.57421875,0.0791015625,0.0654296875,pasaporte,passport,el,El documento que necesitas para viajar a otros países es el pasaporte,El documento que necesitas para viajar a otros países es el pasaporte. El arma de fuego pequeña que se usa con una mano es,El documento que necesitas para viajar a otros países es el pasaporte. El arma de fuego pequeña que se usa con una mano es la,El documento que necesitas para viajar a otros países es el pasaporte. El arma de fuego pequeña que se usa con una mano es el
cuerno,horn,el,un,False,animal,False,cabeza,False,0.16796875,0.017822265625,0.0751953125,librero,bookshelf,el,El mueble donde organizas libros es el librero,El mueble donde organizas libros es el librero. La protuberancia dura que tienen algunos animales en la cabeza es,El mueble donde organizas libros es el librero. La protuberancia dura que tienen algunos animales en la cabeza es el,El mueble donde organizas libros es el librero. La protuberancia dura que tienen algunos animales en la cabeza es la
caballo,horse,el,un,False,le,False,gal,False,0.51953125,0.2578125,0.06396484375,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El animal grande que montas y que galopa es,El objeto con dientes que usas para arreglar el cabello es el peine. El animal grande que montas y que galopa es el,El objeto con dientes que usas para arreglar el cabello es el peine. El animal grande que montas y que galopa es la
herradura,horseshoe,la,un,False,c,False,c,False,0.48046875,0.12353515625,0.0361328125,insecto,bug,el,El animal pequeño de seis patas que a veces molesta es el insecto,El animal pequeño de seis patas que a veces molesta es el insecto. El objeto de metal que protege las patas de los caballos es,El animal pequeño de seis patas que a veces molesta es el insecto. El objeto de metal que protege las patas de los caballos es la,El animal pequeño de seis patas que a veces molesta es el insecto. El objeto de metal que protege las patas de los caballos es el
perro caliente,hotdog,el,un,False,pul,False,p,True,0.2421875,0.04931640625,0.06982421875,pulgar,thumb,el,El dedo gordo de la mano es el pulgar,El dedo gordo de la mano es el pulgar. La salchicha en pan que vendes en puestos callejeros es,El dedo gordo de la mano es el pulgar. La salchicha en pan que vendes en puestos callejeros es el,El dedo gordo de la mano es el pulgar. La salchicha en pan que vendes en puestos callejeros es la
casa,house,la,un,False,playa,False,lugar,False,0.404296875,0.337890625,0.0927734375,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El lugar donde vives con tu familia es,Los granos pequeños que cubren las playas es la arena. El lugar donde vives con tu familia es la,Los granos pequeños que cubren las playas es la arena. El lugar donde vives con tu familia es el
tapón de rueda,hubcap,el,un,False,color,False,parte,False,0.333984375,0.0458984375,0.046630859375,monociclo,unicycle,el,La bicicleta de una sola rueda es el monociclo,La bicicleta de una sola rueda es el monociclo. La cubierta decorativa del centro de las llantas es,La bicicleta de una sola rueda es el monociclo. La cubierta decorativa del centro de las llantas es el,La bicicleta de una sola rueda es el monociclo. La cubierta decorativa del centro de las llantas es la
frasco,jar,el,un,False,recip,False,c,False,0.326171875,0.21484375,0.26171875,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El recipiente de vidrio con tapa donde guardas conservas es,La flor blanca con centro amarillo muy común es la margarita. El recipiente de vidrio con tapa donde guardas conservas es el,La flor blanca con centro amarillo muy común es la margarita. El recipiente de vidrio con tapa donde guardas conservas es la
vaqueros,jeans,los,los,True,de,False,de,False,0.1484375,0.55078125,0.310546875,gaviota,seagull,la,El ave blanca que vuela cerca del mar es la gaviota,El ave blanca que vuela cerca del mar es la gaviota. Los pantalones de mezclilla azul muy populares son,El ave blanca que vuela cerca del mar es la gaviota. Los pantalones de mezclilla azul muy populares son los,El ave blanca que vuela cerca del mar es la gaviota. Los pantalones de mezclilla azul muy populares son las
cometa,kite,la,un,False,pel,False,b,False,0.546875,0.06591796875,0.049560546875,elefante,elephant,el,El mamífero gigante con trompa y colmillos es el elefante,El mamífero gigante con trompa y colmillos es el elefante. El juguete de papel que vuela con el viento es,El mamífero gigante con trompa y colmillos es el elefante. El juguete de papel que vuela con el viento es la,El mamífero gigante con trompa y colmillos es el elefante. El juguete de papel que vuela con el viento es el
rodilla,knee,la,el,False,artic,False,h,False,0.53125,0.53125,0.13671875,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. La articulación que une el muslo con la pierna es,La larva blanca que sale en la carne podrida es el gusano. La articulación que une el muslo con la pierna es la,La larva blanca que sale en la carne podrida es el gusano. La articulación que une el muslo con la pierna es el
escalera,ladder,la,el,False,escal,True,escal,True,0.59375,0.25390625,0.353515625,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. Los escalones portátiles que usas para subir alto es,La flor de colores vivos que florece en primavera es el tulipán. Los escalones portátiles que usas para subir alto es la,La flor de colores vivos que florece en primavera es el tulipán. Los escalones portátiles que usas para subir alto es el
farol,lantern,el,la,False,otro,False,mo,False,0.2578125,0.0224609375,0.1796875,mochila,backpack,la,La bolsa que cargas en la espalda es la mochila,La bolsa que cargas en la espalda es la mochila. La lámpara portátil que usaban antes de la electricidad es,La bolsa que cargas en la espalda es la mochila. La lámpara portátil que usaban antes de la electricidad es el,La bolsa que cargas en la espalda es la mochila. La lámpara portátil que usaban antes de la electricidad es la
hoja,leaf,la,la,True,c,False,fr,False,0.62890625,0.05712890625,0.036865234375,espátula,spatula,la,El utensilio plano que volteas comida es la espátula,El utensilio plano que volteas comida es la espátula. La parte verde y plana que crece en las ramas es,El utensilio plano que volteas comida es la espátula. La parte verde y plana que crece en las ramas es la,El utensilio plano que volteas comida es la espátula. La parte verde y plana que crece en las ramas es el
limón,lemon,el,el,True,lim,True,de,False,0.376953125,0.177734375,0.1845703125,tábano,horsefly,el,El insecto grande que pica a los caballos es el tábano,El insecto grande que pica a los caballos es el tábano. La fruta amarilla y ácida que usas en bebidas es,El insecto grande que pica a los caballos es el tábano. La fruta amarilla y ácida que usas en bebidas es el,El insecto grande que pica a los caballos es el tábano. La fruta amarilla y ácida que usas en bebidas es la
leopardo,leopard,el,un,False,animal,False,protagon,False,0.306640625,0.1123046875,0.0859375,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El felino manchado que caza en África y Asia es,La publicación con fotos e historias que lees es la revista. El felino manchado que caza en África y Asia es el,La publicación con fotos e historias que lees es la revista. El felino manchado que caza en África y Asia es la
bombilla,lightbulb,la,un,False,l,False,de,False,0.33203125,0.1455078125,0.0517578125,cordero,lamb,el,El bebé de la oveja que bala tiernamente es el cordero,El bebé de la oveja que bala tiernamente es el cordero. El objeto de vidrio que da luz eléctrica es,El bebé de la oveja que bala tiernamente es el cordero. El objeto de vidrio que da luz eléctrica es la,El bebé de la oveja que bala tiernamente es el cordero. El objeto de vidrio que da luz eléctrica es el
revista,magazine,la,un,False,mejor,False,mejor,False,0.1796875,0.1845703125,0.1376953125,salsa,gravy,la,El líquido espeso que acompaña la carne es la salsa,El líquido espeso que acompaña la carne es la salsa. La publicación con fotos e historias que lees es,El líquido espeso que acompaña la carne es la salsa. La publicación con fotos e historias que lees es la,El líquido espeso que acompaña la carne es la salsa. La publicación con fotos e historias que lees es el
buzón,mailbox,el,un,False,mismo,False,c,False,0.380859375,0.06982421875,0.12890625,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. La caja donde el cartero deja las cartas es,Los granos de maíz inflados que comes en el cine son las palomitas. La caja donde el cartero deja las cartas es el,Los granos de maíz inflados que comes en el cine son las palomitas. La caja donde el cartero deja las cartas es la
mango,mango,el,la,False,mango,True,man,True,0.259765625,0.10888671875,0.2333984375,avispa,wasp,la,El insecto rayado que puede picar es la avispa,El insecto rayado que puede picar es la avispa. La fruta tropical dulce de color naranja es,El insecto rayado que puede picar es la avispa. La fruta tropical dulce de color naranja es el,El insecto rayado que puede picar es la avispa. La fruta tropical dulce de color naranja es la
colchón,mattress,el,el,True,su,False,c,True,0.2421875,0.0390625,0.07275390625,sapo,toad,el,El anfibio parecido a la rana pero más grande es el sapo,El anfibio parecido a la rana pero más grande es el sapo. La parte suave de la cama donde descansa tu cuerpo es,El anfibio parecido a la rana pero más grande es el sapo. La parte suave de la cama donde descansa tu cuerpo es el,El anfibio parecido a la rana pero más grande es el sapo. La parte suave de la cama donde descansa tu cuerpo es la
pastel de carne,meatloaf,el,el,True,p,True,p,True,0.5703125,0.11376953125,0.08984375,lince,bobcat,el,El felino salvaje de orejas puntiagudas es el lince,El felino salvaje de orejas puntiagudas es el lince. El platillo horneado hecho con carne molida es,El felino salvaje de orejas puntiagudas es el lince. El platillo horneado hecho con carne molida es el,El felino salvaje de orejas puntiagudas es el lince. El platillo horneado hecho con carne molida es la
microscopio,microscope,el,el,True,______,False,c,False,0.396484375,0.050048828125,0.0308837890625,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. El instrumento que agranda cosas muy pequeñas es,La superficie vertical donde rebota la pelota de básquet es el tablero. El instrumento que agranda cosas muy pequeñas es el,La superficie vertical donde rebota la pelota de básquet es el tablero. El instrumento que agranda cosas muy pequeñas es la
