Rhymes,Last_Word_1,Last_Word_2,First_Line,Second_Line,Raw_Second
False,machines,gleam,"Ancestors' whispers clash with the hum of smart machines,",A tapestry of old and new begins to gleam.,A tapestry of old and new begins to gleam.
True,true,new,"In quiet moments, hearts speak true—",whispers of the soul make it new.,whispers of the soul make it new.
False,best,breath,"I placed my faith in the hands I knew best,",Yet the storm took everything but my breath.,Yet the storm took everything but my breath.
False,bones,dawn,"Thunderclaps in leaders' throats, silence gnaws the weak their bones.","The strong rise trembling, forged in echoes of the dawn.","The strong rise trembling, forged in echoes of the dawn."
False,dawn,stone,"Where silhouettes of chains cling tight to dawn,",the sky weeps silver through the fractured stone.,the sky weeps silver through the fractured stone.
True,lanes,chains,"Whispers of the past drift through forgotten lanes,",Echoes of ancient dreams still weave their unseen chains.,Echoes of ancient dreams still weave their unseen chains.
False,spring,sang,"A whisper of dawn in the heart’s first tender spring,",A bloom of light where forgotten dreams once sang.,A bloom of light where forgotten dreams once sang.
False,whispers,kiss,"Through shadows of self, my true face whispers.","A mirror of stars, my soul begins to kiss.","A mirror of stars, my soul begins to kiss."
False,skies,sky,"Old hands carve roots, new winds build skies,",tides of time reshape the bones of the sky.,tides of time reshape the bones of the sky.
True,delight,light,"Laughter dances on the breeze, a whisper of delight.",A melody that lifts the light.,A melody that lifts the light.
False,wander,ground,Shadows whisper secrets where the silent stars neglect to wander.,"The moonlight weeps in silver tears upon the ancient, hollow ground.","The moonlight weeps in silver tears upon the ancient, hollow ground."
False,crude,subdue,"The storm in my chest roars loud and crude,",A tempest of memories I cannot subdue.,A tempest of memories I cannot subdue.
True,flame,name,"The dawn of years unfolds in silent flame,",A whisper of time etched in ancient name.,A whisper of time etched in ancient name.
True,night,flight,"Like shadows stirred by whispers in the night,",Eyes of silver gleam with silent flight.,Eyes of silver gleam with silent flight.
False,breath,leaf,"A bloom of hearts in spring’s first breath,",whispers of hope on every leaf.,"A bloom of hearts in spring’s first breath,  
whispers of hope on every leaf."
True,confined,entwined,The storm within a chest confined.,"A whisper fierce, a heart entwined.","A whisper fierce, a heart entwined."
True,unsung,sung,"Amidst the swirl of hues and symphonies unsung,",The silence hums a tune the stars have never sung.,The silence hums a tune the stars have never sung.
True,name,claim,"In silent corridors where shadows know my name,",The echo of my heart is all that dares to claim.,The echo of my heart is all that dares to claim.
True,lay,day,"Whispers of absence where laughter once lay,",echoes of a silent day.,echoes of a silent day.
False,truths,knew,"Time’s pages echo with fire-lit truths,",whispers of what the stars once knew.,whispers of what the stars once knew.
True,night,ignite,"Whispers of hope in the heart’s quiet night,",A candle’s flame dares to ignite.,A candle’s flame dares to ignite.
True,known,moan,"Storms whisper secrets the winds have known,",through veils of shadow and thunder's moan.,through veils of shadow and thunder's moan.
False,fires,night,"In shadows cast by towering spires, whisper the cries of silent fires.",Ashes drift like memories through the hollowed night.,Ashes drift like memories through the hollowed night.
True,hall,call,Golden echoes drift like dusk through the mind's old hall.,Whispers of forgotten dreams begin to call.,Whispers of forgotten dreams begin to call.
False,plead,deep,"In twilight’s grasp, where shadows plead,",The silent wind hums a lullaby deep.,The silent wind hums a lullaby deep.
False,gaze,trails,"Beneath the moon's slow-swaying gaze,","the stars trace silent, winding trails.","the stars trace silent, winding trails."
False,masquerade,face,"In shadows spun, truth wears a masquerade,","A whispering veil, veiling its face.","A whispering veil, veiling its face."
False,flight,shine,"Beneath the stars, our hopes take flight,",A whispered dream begins to shine.,A whispered dream begins to shine.
True,hue,view,"Whispers of rustling leaves in a tapestry of hue,",A symphony of twilight softens the view.,A symphony of twilight softens the view.
True,high,fly,"Old oaks whisper tales while neon dreams reach high,",Crimson sky burns where the forgotten skies used to fly.,Crimson sky burns where the forgotten skies used to fly.
False,sighs,sighs,"Whispers of wind through ancient tree sighs,",A secret of time in rustling sighs.,A secret of time in rustling sighs.
False,shaped,flame,"Through storm and silence, together we are shaped,",by the fire's quiet flame.,by the fire's quiet flame.
False,cling,time,"In the attic of my mind, old moments softly cling.","Whispers of forgotten dreams still linger, suspended in time.","Whispers of forgotten dreams still linger, suspended in time."
False,gleams,leaves,"In the shadow of despair, hope's frail light gleams.",A whisper of dawn breaks through the trembling leaves.,A whisper of dawn breaks through the trembling leaves.
True,sigh,sky,"Cobblestone calm meets skyline's restless sigh,",A whisper of steel beneath the ancient sky.,A whisper of steel beneath the ancient sky.
True,reside,glide,"My name may echo where the silent stars reside,",Yet whispers of my soul drift where the wind does glide.,Yet whispers of my soul drift where the wind does glide.
True,dew,view,"I wore my childhood like a cloak of dew,",shivering in the light of a new dawn's view.,shivering in the light of a new dawn's view.
True,align,shine,"In quiet moments, hearts align.",Whispers of souls begin to shine.,Whispers of souls begin to shine.
False,harbor,wall,"A hearth among the shadows, where the heartfinds its harbor.",A whisper of firelight dances on the wall.,A whisper of firelight dances on the wall.
True,sky,sigh,"Shells scream through the smoke-stained sky,",A ghostly hymn on the wind's sad sigh.,A ghostly hymn on the wind's sad sigh.
True,song,strong,"Wings clipped in shadow, freedom dreams in song.",A whisper of light through the iron strong.,A whisper of light through the iron strong.
True,flame,name,"Two hearts entwined, a promise in the flame,","A bond unbreakable, through time's relentless name.","A bond unbreakable, through time's relentless name."
True,deep,sleep,"Heart pounds like thunder in a silence deep,",Breath holds as stars whisper secrets to the sleep.,Breath holds as stars whisper secrets to the sleep.
False,can,hand,Thunder speaks where no one can.,Lightning cracks the silent hand.,Lightning cracks the silent hand.
True,speak,creek,"In shadowed tongues truth oft must cloak to speak,",its voice a whisper through the fractured creek.,its voice a whisper through the fractured creek.
False,play,yore,"Beneath the canopy where ancient shadows play,",Time whispers secrets through the leaves of yore.,Time whispers secrets through the leaves of yore.
False,power,sound,"Chains may clank in the shadow of power,",but silence is the truest sound.,but silence is the truest sound.
False,speaks,bleak,"In shadowed corners where silence speaks,",whispers dance upon the bleak.,whispers dance upon the bleak.
False,scars,scars,Flawless edges hint at scars.,A silent battle etched in scars.,A silent battle etched in scars.
True,flight,light,"Beneath the stars where hopes take flight,",silence hums with ancient light.,silence hums with ancient light.
True,sun,begun,"Two hearts entwined, through shadows and sun,",A promise to meet where the stars have begun.,A promise to meet where the stars have begun.
False,thrives,flight,"In tangled roots, a shared heartbeat thrives.",A whisper of ancient vows takes flight.,A whisper of ancient vows takes flight.
