model,example_id,first_sentence,generated_continuation,temperature,max_tokens,detected_animal
Qwen/Qwen3-32B,151,Mummy and Daddy decided to buy a pizza.,", but when they opened the door, a curious little fox was already sitting on their doorstep, holding a tiny pizza box of his own.",0.0,50,Fox
Qwen/Qwen3-32B,152,"Once upon a time, there was a stubborn cat named Tom.","One day, Tom met a clever raccoon named Ricky, who was busy roasting acorns by a flickering campfire.",0.0,50,Raccoon
Qwen/Qwen3-32B,153,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,154,"Once upon a time, there was a cactus that lived in the desert.","One day, a curious roadrunner zipped by, stopping to chat with the cactus about the best ways to stay cool under the scorching sun.",0.0,50,Roadrunner
Qwen/Qwen3-32B,155,once there was a boy.,who one day met a talking fox with shimmering silver fur and eyes like the night sky.,0.0,50,Fox
Qwen/Qwen3-32B,156,"Once upon a time, there was a cute little girl named Jenny.","One day, while exploring the woods behind her house, Jenny stumbled upon a curious, one-eared rabbit with shimmering blue fur.",0.0,50,Rabbit
Qwen/Qwen3-32B,157,"One day, a little boy saw a swan in the lake.","As he watched the swan glide gracefully, a curious fox emerged from the bushes, its eyes fixed on the lake.",0.0,50,Swan
Qwen/Qwen3-32B,158,John woke up and opened his eyes.,"As John rubbed the sleep from his eyes, he noticed a small, shimmering fox sitting at the foot of his bed, watching him with eyes that glowed like embers.",0.0,50,Fox
Qwen/Qwen3-32B,159,Once upon a time there was a little girl name Mimi who was three years old.,"One sunny morning, Mimi found a tiny, lost puppy with floppy ears hiding behind the bushes in her backyard.",0.0,50,
Qwen/Qwen3-32B,160,"Once upon a time, there was a big cabinet in a house.","One day, a curious red fox named Felix slipped inside and began to explore every drawer and corner, searching for something he had only heard about in whispers—the Key of Whispers.",0.0,50,Fox
Qwen/Qwen3-32B,161,"Billy was so excited, it was his birthday.","As Billy blew out his candles, a curious fox peered through the window, its golden eyes wide with wonder.",0.0,50,Fox
Qwen/Qwen3-32B,162,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,163,"Once upon a time, there was a little boy named Tim.","One day, while exploring the woods behind his house, Tim discovered a small, injured fox with shimmering silver fur.",0.0,50,Fox
Qwen/Qwen3-32B,164,Lily liked to look at the sky and see the aeroplanes.,"One day, as Lily watched the clouds, a curious albatross landed on the fence beside her, tilting its head as if asking where the planes had come from.",0.0,50,Albatross
Qwen/Qwen3-32B,165,Anna likes to play hide and seek with her big brother Tom.,"One sunny afternoon, as Anna crouched behind the old oak tree, she heard a rustle in the bushes and spotted a curious red fox watching her with bright, amber eyes.",0.0,50,Fox
Qwen/Qwen3-32B,166,"Once upon a time, there was a cute little girl called Lily.","One sunny morning, while exploring the woods behind her house, Lily met a curious red fox with a patch over one eye who introduced himself as Captain Whisker.",0.0,50,Fox
Qwen/Qwen3-32B,167,Sara and Ben are friends.,"One sunny afternoon, while exploring the woods behind their house, they stumbled upon a curious red fox with a patch over one eye who seemed to be watching them closely.",0.0,50,Fox
Qwen/Qwen3-32B,168,Once upon a time there was an adventurous girl.,"One day, while exploring the edge of the enchanted forest, she met a mischievous fox with shimmering silver fur and eyes full of secrets.",0.0,50,Fox
Qwen/Qwen3-32B,169,"Once upon a time, there was a little bird with gray feathers.","One day, while flitting through the forest, the little gray bird met a curious hedgehog named Pippin, who was rolling acorns into a cozy pile for winter.",0.0,50,Hedgehog
Qwen/Qwen3-32B,170,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,171,Ben liked to swim in the pool with his mom and dad.,"One sunny afternoon, as Ben splashed happily in the water, a curious little otter popped its head above the surface and playfully nudged his foot.",0.0,50,Otter
Qwen/Qwen3-32B,172,"Once upon a time, there was a bunny called Hop.","One day, Hop met a curious hedgehog named Pippin who had a map to the legendary Carrot Valley.",0.0,50,Hedgehog
Qwen/Qwen3-32B,173,The Chubby Rose.,"Beside her, a mischievous raccoon named Remy twitched his nose, eyeing the pie tin as if it held more than just crumbs.",0.0,50,Raccoon
Qwen/Qwen3-32B,174,"Once upon a time, there was a bossy baby named Joe.","One sunny morning, a wise old owl named Oliver moved into the tree outside Joe’s window and decided to teach the bossy baby a thing or two about listening.",0.0,50,Owl
Qwen/Qwen3-32B,175,Once upon a time there was a big wide river full of fishes.,"One day, a curious fox with a sleek red coat came to the riverbank, hoping to catch a glimpse of the legendary golden fish said to live in its depths.",0.0,50,Fish
Qwen/Qwen3-32B,176,"One day, Catie went outside to play.","As Catie skipped through the grass, she spotted a curious hedgehog wobbling toward her, holding a tiny pair of garden shears.",0.0,50,Hedgehog
Qwen/Qwen3-32B,177,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,178,Once there was a poor rabbit who lived in a hole in the ground.,"One day, while the rabbit was gathering food, a curious fox with bright red fur and a sly smile wandered into the clearing.",0.0,50,Rabbit
Qwen/Qwen3-32B,179,Lily has a cat named Max.,"One day, Lily found a lost puppy with a red collar wandering by the park.",0.0,50,
Qwen/Qwen3-32B,180,Once there was a small girl.,"One day, while exploring the woods behind her house, she found a lost baby fox with eyes as golden as the autumn leaves.",0.0,50,Fox
Qwen/Qwen3-32B,181,Tom was a little boy who liked to play with his toys.,"One day, while playing in the garden, Tom found a small, injured bird with bright blue feathers and wide, curious eyes.",0.0,50,Bird
Qwen/Qwen3-32B,182,"Once upon a time, there were two friends named Timmy and Tommy.","One day, while exploring the woods behind their house, they stumbled upon a curious little fox with shimmering silver fur who seemed just as surprised to see them as they were to see him.",0.0,50,Fox
Qwen/Qwen3-32B,183,Once upon a time there were two little kids named Susie and Emmie.,"One day, while exploring the woods behind their house, Susie and Emmie stumbled upon a tiny, injured fox with shimmering silver fur.",0.0,50,Fox
Qwen/Qwen3-32B,184,Once upon a time there was a little girl named Lily.,"One day, while exploring the woods behind her house, Lily stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,185,Tom and Sue were friends who liked to play on the beach.,"One sunny afternoon, they met a curious seagull with a bright red beak who seemed to follow them everywhere.",0.0,50,
Qwen/Qwen3-32B,186,"Once upon a time, there was a poor little mouse named Timmy.","One day, while scurrying through the tall grass in search of food, Timmy met a wise old owl named Oliver who offered to guide him to a land where mice could live safely and丰裕.",0.0,50,Owl
Qwen/Qwen3-32B,187,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,188,"Once, there was a little girl who had lots of wild ideas.","One day, she met a talking fox with a tail that shimmered like the morning sky.",0.0,50,Fox
Qwen/Qwen3-32B,189,Jimmy and his friends were playing a game in the park.,"As they chased each other through the grass, a curious red fox emerged from the bushes, watching them with bright, amber eyes.",0.0,50,Fox
Qwen/Qwen3-32B,190,Tom and Lily were at the park with their mom.,"As they played near the pond, a curious red fox with bright golden eyes trotted out from behind the trees and watched them silently.",0.0,50,Fox
Qwen/Qwen3-32B,191,Lily and Ben went to the park with Mom.,"At the park, they met a friendly squirrel named Nutty who followed them around, chattering and stealing crumbs from their picnic basket.",0.0,50,Squirrel
Qwen/Qwen3-32B,192,"Once, there was a pink wheel that belonged to a little girl.","One day, a curious blue rabbit hopped up to the pink wheel and asked if it could take it for a spin.",0.0,50,Rabbit
Qwen/Qwen3-32B,193,"Once upon a morning, there was a girl named Sally.","As Sally wandered through the misty woods, she stumbled upon a curious fox with shimmering silver fur and eyes like the morning sky.",0.0,50,Fox
Qwen/Qwen3-32B,194,Teddy was a very obedient three year old.,"One sunny afternoon, while playing in the park, Teddy met a scruffy little puppy who wagged his tail so hard it looked like it might fly off.",0.0,50,Fly
Qwen/Qwen3-32B,195,Lily and Ben were twins who liked to play with their toys.,"One day, while exploring the backyard, Lily and Ben found a tiny, injured puppy hiding under the old swing set.",0.0,50,
Qwen/Qwen3-32B,196,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,197,Once there was a chubby girl called June.,"One sunny morning, June found a tiny, injured hummingbird tangled in the branches of her favorite tree.",0.0,50,Hummingbird
Qwen/Qwen3-32B,198,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,199,The little girl was so excited.,She couldn't believe her eyes when a shimmering blue butterfly landed gently on her outstretched hand.,0.0,50,Butterfly
Qwen/Qwen3-32B,200,"Once upon a time, there was a little bird named Tweetie.","One day, while flitting through the forest, Tweetie met a curious hedgehog named Pippin who had lost his way.",0.0,50,Hedgehog
Qwen/Qwen3-32B,201,"Once upon a time, there was a rich man.","One day, while walking through his vast estate, the rich man found a lost little fox with eyes as golden as his own treasure.",0.0,50,Fox
Qwen/Qwen3-32B,202,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,203,Once there was a poor family that lived on a farm.,"One day, while searching for food in the woods, a scrawny but clever fox stumbled upon the family’s hidden vegetable garden.",0.0,50,Fox
Qwen/Qwen3-32B,204,"Once upon a time, there was a little dog named Max.","One day, Max met a curious cat with emerald eyes who introduced herself as Luna.",0.0,50,Cat
Qwen/Qwen3-32B,205,"Once upon a time, there was a girl named Lily.","One day, while exploring the forest behind her house, Lily stumbled upon a curious little fox with shimmering silver fur and eyes like the night sky.",0.0,50,Fox
Qwen/Qwen3-32B,206,"Once upon a time, there was a man and his sack.","One day, as the man trudged through the forest, a curious fox appeared, its eyes fixed on the sack with a mixture of suspicion and hunger.",0.0,50,Fox
Qwen/Qwen3-32B,207,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a curious, one-eyed raccoon holding a tiny lantern.",0.0,50,Raccoon
Qwen/Qwen3-32B,208,"One day, Alex went to the park.","At the park, Alex spotted a curious red fox watching from behind a tree.",0.0,50,Fox
Qwen/Qwen3-32B,209,"Once upon a time, there was a beautiful princess.","One day, while wandering through the enchanted forest, the princess stumbled upon a clever fox with shimmering silver fur who claimed to know the way to a hidden kingdom of dreams.",0.0,50,Fox
