first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"Boxes of books, a reader's habit,",habit,habit,habit,False,A treasure trove for the mind's quick habit.,A treasure trove for the mind's quick habit.,27
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,28
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,29
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,30
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,31
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,32
"Boxes of books, a reader's habit,",habit,pit,habit,False,Stacked high in a cozy pit.,Stacked high in a cozy pit.,33
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories to live.,Stacked high with stories to live.,34
"Boxes of books, a reader's habit,",habit,habit,habit,False,Stacked high with stories to habit.,Stacked high with stories to habit.,35
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,36
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,37
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,38
"Boxes of books, a reader's habit,",habit,fit,habit,False,Stacked high with stories to fit.,Stacked high with stories to fit.,39
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,40
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,41
"Boxes of books, a reader's habit,",habit,delight,habit,False,A treasure trove for the mind's delight.,A treasure trove for the mind's delight.,42
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,43
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,44
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,45
"Boxes of books, a reader's habit,",habit,habit,habit,False,Stacked high in the corners of habit.,Stacked high in the corners of habit.,46
"Boxes of books, a reader's habit,",habit,fit,habit,False,Stacked high in a cozy fit.,Stacked high in a cozy fit.,47
"Boxes of books, a reader's habit,",habit,delight,habit,False,A treasure trove for the mind's delight.,A treasure trove for the mind's delight.,48
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,49
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,50
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,51
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,52
"Boxes of books, a reader's habit,",habit,breathe,habit,False,Stacked high with stories to live and breathe.,Stacked high with stories to live and breathe.,53
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,54
"Boxes of books, a reader's habit,",habit,pit,habit,False,Stacked high in a cozy pit.,Stacked high in a cozy pit.,55
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,56
"Boxes of books, a reader's habit,",habit,breathe,habit,False,Stacked high with stories to live and breathe.,Stacked high with stories to live and breathe.,57
"Boxes of books, a reader's habit,",habit,habit,habit,False,Stacked high with stories to habit.,Stacked high with stories to habit.,58
"Boxes of books, a reader's habit,",habit,live,habit,False,A treasure trove where stories live.,A treasure trove where stories live.,59
"Boxes of books, a reader's habit,",habit,fit,habit,False,A treasure trove for the mind to fit.,A treasure trove for the mind to fit.,60
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,61
"Boxes of books, a reader's habit,",habit,delight,habit,False,"A treasure trove, a mind's delight.","A treasure trove, a mind's delight.",62
"Boxes of books, a reader's habit,",habit,fit,habit,False,Stacked high in the corners of a quiet fit.,Stacked high in the corners of a quiet fit.,63
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,64
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,65
"Boxes of books, a reader's habit,",habit,in,habit,False,Stacked high with stories to live in.,Stacked high with stories to live in.,66
"Boxes of books, a reader's habit,",habit,grip,habit,False,Stacked high in the attic's grip.,Stacked high in the attic's grip.,67
"Boxes of books, a reader's habit,",habit,delight,habit,False,"Stacks on the shelf, a lover's delight.","Stacks on the shelf, a lover's delight.",68
"Boxes of books, a reader's habit,",habit,grip,habit,False,Stacked high in the attic's grip.,Stacked high in the attic's grip.,69
"Boxes of books, a reader's habit,",habit,begin,habit,False,Stacked high with stories yet to begin.,Stacked high with stories yet to begin.,70
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,71
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,72
"Boxes of books, a reader's habit,",habit,delight,habit,False,A treasure trove for the mind's delight.,A treasure trove for the mind's delight.,73
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,74
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,75
"Boxes of books, a reader's habit,",habit,habit,habit,False,A treasure trove for the mind to habit.,A treasure trove for the mind to habit.,76
"Boxes of books, a reader's habit,",habit,grip,habit,False,Stacked high with stories to grip.,Stacked high with stories to grip.,77
"Boxes of books, a reader's habit,",habit,delight,habit,False,"Stacks in the attic, a scholar's delight.","Stacks in the attic, a scholar's delight.",78
"Boxes of books, a reader's habit,",habit,read,habit,False,Stacked high with stories yet to be read.,Stacked high with stories yet to be read.,79
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,80
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,81
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,82
"Boxes of books, a reader's habit,",habit,breathe,habit,False,Stacked high with stories to live and breathe.,Stacked high with stories to live and breathe.,83
"Boxes of books, a reader's habit,",habit,fit,habit,False,"Stacks in the corner, a cozy fit.","Stacks in the corner, a cozy fit.",84
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,85
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,86
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,87
"Boxes of books, a reader's habit,",habit,pit,habit,False,Stacked high in a cozy pit.,Stacked high in a cozy pit.,88
"Boxes of books, a reader's habit,",habit,grab,habit,False,Stacked high with stories to grab.,Stacked high with stories to grab.,89
"Boxes of books, a reader's habit,",habit,habit,habit,False,"Stacked high in the corner, a quiet habit.","Stacked high in the corner, a quiet habit.",90
"Boxes of books, a reader's habit,",habit,fit,habit,False,Stacked high with stories to fit.,Stacked high with stories to fit.,91
"Boxes of books, a reader's habit,",habit,habit,habit,False,Stacked high in the corners of habit.,Stacked high in the corners of habit.,92
"Boxes of books, a reader's habit,",habit,fit,habit,False,Stacked high with stories to fit.,Stacked high with stories to fit.,93
"Boxes of books, a reader's habit,",habit,lived,habit,False,Stacked high with stories yet to be lived.,Stacked high with stories yet to be lived.,94
"Boxes of books, a reader's habit,",habit,nibble,habit,False,Stacked high with stories to nibble.,Stacked high with stories to nibble.,95
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,96
"Boxes of books, a reader's habit,",habit,fit,habit,False,"Stacks in the corner, a cozy fit.","Stacks in the corner, a cozy fit.",97
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,98
"Boxes of books, a reader's habit,",habit,live,habit,False,Stacked high with stories yet to live.,Stacked high with stories yet to live.,99
"Boxes of books, a reader's passion,",passion,fascination,passion,False,Stacked high with stories to fascination.,Stacked high with stories to fascination.,0
"Boxes of books, a reader's passion,",passion,embrace,passion,False,Stacked high in the attic's embrace.,Stacked high in the attic's embrace.,1
"Boxes of books, a reader's passion,",passion,mansion,passion,False,"Stacked high in a cozy, sunlit mansion.","Stacked high in a cozy, sunlit mansion.",2
"Boxes of books, a reader's passion,",passion,grasped,passion,False,Stacked high with stories waiting to be grasped.,Stacked high with stories waiting to be grasped.,3
"Boxes of books, a reader's passion,",passion,fascination,passion,False,Stacked high with stories to fascination.,Stacked high with stories to fascination.,4
"Boxes of books, a reader's passion,",passion,tasted,passion,False,Stacked high with stories waiting to be tasted.,Stacked high with stories waiting to be tasted.,5
"Boxes of books, a reader's passion,",passion,fascination,passion,False,Stacked high with stories that fascination.,Stacked high with stories that fascination.,6
"Boxes of books, a reader's passion,",passion,mansion,passion,False,"Stacked high in a cozy, well-loved mansion.","Stacked high in a cozy, well-loved mansion.",7
"Boxes of books, a reader's passion,",passion,fashion,passion,True,"Stacked high with stories, each page a fresh fashion.","Stacked high with stories, each page a fresh fashion.",8
"Boxes of books, a reader's passion,",passion,mission,passion,False,"Stacked high with stories, each page a mission.","Stacked high with stories, each page a mission.",9
"Boxes of books, a reader's passion,",passion,mansion,passion,False,"Stacked high in a cozy, quiet mansion.","Stacked high in a cozy, quiet mansion.",10
"Boxes of books, a reader's passion,",passion,fascination,passion,False,Stacked high in towers of fascination.,Stacked high in towers of fascination.,11
"Boxes of books, a reader's passion,",passion,fashioned,passion,False,Stacked high with stories to be fashioned.,Stacked high with stories to be fashioned.,12
"Boxes of books, a reader's passion,",passion,clasped,passion,False,Stacked high with stories waiting to be clasped.,Stacked high with stories waiting to be clasped.,13
"Boxes of books, a reader's passion,",passion,fascination,passion,False,Stacked high with stories to fascination.,Stacked high with stories to fascination.,14
"Boxes of books, a reader's passion,",passion,last,passion,False,Stacked high with stories that will last.,Stacked high with stories that will last.,15
"Boxes of books, a reader's passion,",passion,fashioned,passion,False,Stacked high in rooms where stories are fashioned.,Stacked high in rooms where stories are fashioned.,16
"Boxes of books, a reader's passion,",passion,embraced,passion,False,Stacked high with stories waiting to be embraced.,Stacked high with stories waiting to be embraced.,17
